Id,Label,Modularity Class
197,10.83.220.229,0
198,10.65.216.54,0
199,10.24.248.242,0
200,10.65.216.73,0
201,10.67.220.45,0
202,10.67.220.158,0
203,10.65.216.238,0
204,10.67.220.157,0
205,10.67.220.34,0
206,10.65.252.43,0
207,10.20.1.207,0
208,10.122.197.215,0
209,10.24.249.217,0
210,10.75.220.32,0
211,10.8.249.221,0
212,10.195.220.221,0
213,74.67.220.158,0
214,8.67.220.102,0
215,10.52.176.238,0
216,10.67.220.76,0
217,10.24.185.221,0
218,10.75.252.135,0
219,10.65.252.29,0
220,10.67.92.60,0
221,26.24.249.221,0
222,10.65.152.174,0
223,2.65.216.174,0
224,8.67.220.32,0
225,10.67.204.32,0
226,138.67.220.221,0
227,10.67.204.164,0
228,10.195.220.164,0
229,10.65.216.126,0
230,10.71.220.102,0
231,10.71.220.96,0
232,10.24.248.253,0
233,10.24.249.228,0
234,10.20.1.31,0
235,10.24.249.226,0
236,10.24.249.225,0
237,10.20.111.101,0
238,10.24.159.230,0
239,10.20.1.168,0
240,10.24.121.225,0
241,10.22.0.21,0
242,10.22.0.23,0
243,10.88.249.221,0
244,10.24.249.157,0
245,10.24.248.228,0
246,10.24.217.221,0
247,10.46.35.219,0
248,10.20.10.166,0
249,10.26.249.221,0
250,10.24.121.221,0
251,10.24.249.253,0
252,10.24.249.223,0
253,10.24.124.230,0
254,10.67.220.54,0
255,10.52.141.125,0
256,10.65.216.96,0
257,10.65.216.106,0
258,10.65.216.56,0
259,10.65.216.55,0
260,10.65.216.69,0
261,10.67.220.99,0
262,10.67.220.92,0
263,10.65.216.230,0
264,10.52.140.100,0
265,10.67.220.159,0
266,10.52.138.20,0
267,10.67.220.170,0
268,10.65.216.37,0
269,10.65.216.113,0
270,10.65.216.155,0
271,10.67.220.84,0
272,10.65.216.138,0
273,10.65.216.66,0
274,10.67.220.40,0
275,10.67.220.66,0
276,10.67.220.179,0
277,10.67.220.163,0
278,10.67.220.129,0
279,10.65.216.45,0
280,10.65.216.70,0
281,10.52.140.13,0
282,10.65.216.60,0
283,10.65.216.157,0
284,10.67.220.68,0
285,10.65.216.48,0
286,10.67.220.105,0
287,10.67.220.8,0
288,10.67.220.166,0
289,10.67.220.139,0
290,10.67.220.132,0
291,10.67.220.46,0
292,10.52.129.218,0
293,10.65.216.154,0
294,10.52.129.219,0
295,10.65.216.65,0
296,10.65.216.84,0
297,10.67.220.176,0
298,10.52.138.19,0
299,10.52.139.1,0
300,10.67.220.21,0
301,14.65.216.174,0
302,10.67.220.147,0
303,10.65.216.115,0
304,10.52.140.247,0
305,10.67.220.77,0
306,10.65.216.49,0
307,10.65.216.59,0
308,10.46.48.1,0
309,10.65.216.114,0
310,10.67.220.117,0
311,10.67.220.172,0
312,10.65.216.82,0
313,10.65.216.31,0
314,10.65.216.42,0
315,10.67.220.156,0
316,10.65.216.77,0
317,10.65.216.156,0
318,10.67.220.65,0
319,10.67.220.9,0
320,10.67.220.167,0
321,10.52.140.91,0
322,10.67.220.67,0
323,10.67.220.38,0
324,10.67.220.73,0
325,10.65.216.158,0
326,10.65.216.62,0
327,10.65.216.81,0
328,10.67.220.37,0
329,10.65.216.111,0
330,10.65.216.78,0
331,10.65.216.102,0
332,10.67.220.121,0
333,10.67.220.130,0
334,10.67.220.174,0
335,10.65.128.17,0
336,10.52.129.99,0
337,10.52.128.15,0
338,10.52.128.125,0
339,10.52.129.25,0
340,10.20.11.20,0
341,10.52.141.111,0
342,10.22.137.240,0
343,10.24.248.199,0
344,10.52.129.2,0
345,10.52.223.2,0
346,10.65.216.83,0
347,10.52.206.132,0
348,10.67.220.59,0
349,10.22.0.190,0
350,10.52.140.107,0
351,10.52.157.137,0
352,10.52.131.2,0
353,10.52.171.245,0
354,10.65.128.28,0
355,10.52.147.253,0
356,42.65.216.221,0
357,8.52.171.81,0
358,10.52.171.81,0
359,10.65.128.16,0
360,10.67.204.158,0
361,10.66.220.94,0
362,10.56.249.221,0
363,10.52.176.3,0
364,10.69.216.154,0
365,42.24.249.221,0
366,74.67.220.221,0
367,10.75.220.29,0
368,10.20.11.180,0
369,10.65.216.74,0
370,10.25.249.221,0
371,8.65.216.221,0
372,10.52.132.5,0
373,10.52.131.1,0
374,10.1.152.221,0
375,10.52.131.14,0
376,26.52.171.81,0
377,10.24.249.213,0
378,10.65.220.104,0
379,10.52.131.24,0
380,14.7.220.60,0
381,10.18.61.101,0
382,26.67.220.221,0
383,10.66.220.221,0
384,8.67.220.60,0
385,26.52.140.74,0
386,42.52.171.81,0
387,10.67.220.131,0
388,14.67.220.33,0
389,10.67.220.90,0
390,74.67.216.86,0
391,10.52.218.155,0
392,10.52.169.227,0
393,10.65.200.106,0
394,10.24.158.230,0
395,10.52.138.67,0
396,10.52.140.76,0
397,10.52.218.158,0
398,10.97.157.230,0
399,10.52.176.247,0
400,74.67.220.159,0
401,10.67.220.87,0
402,10.83.220.221,0
403,10.24.249.205,0
404,10.52.128.84,0
405,10.72.249.221,0
406,10.52.114.230,0
407,10.52.139.3,0
408,10.67.220.220,0
409,10.73.216.221,0
410,10.1.216.29,0
411,10.65.128.10,0
412,10.52.218.169,0
413,10.3.220.221,0
414,138.24.249.221,0
415,10.24.248.146,0
416,10.52.169.210,0
417,10.65.216.104,0
418,10.65.216.226,0
419,10.52.128.3,0
420,10.52.140.19,0
421,10.65.220.32,0
422,10.52.138.34,0
423,10.52.138.11,0
424,10.52.140.45,0
425,10.67.220.180,0
426,10.52.140.33,0
427,10.52.206.133,0
428,10.46.35.201,0
429,10.116.138.3,0
430,10.52.1.4,0
431,10.52.1.32,0
432,10.65.128.22,0
433,10.52.176.120,0
434,10.52.141.113,0
435,10.65.128.20,0
436,10.73.216.39,0
437,10.52.129.222,0
438,10.65.128.24,0
439,10.152.249.221,0
440,10.52.131.3,0
441,20.104.24.149,0
442,10.24.198.3,0
443,10.83.220.106,0
444,10.65.128.8,0
445,10.24.248.221,0
446,10.52.171.38,0
447,10.53.138.3,0
448,10.69.216.221,0
449,26.65.216.75,0
450,10.99.220.221,0
451,10.52.138.131,0
452,138.67.220.50,0
453,10.83.220.52,0
454,74.67.220.229,0
455,138.67.220.152,0
456,10.67.220.217,0
457,10.75.220.221,0
458,10.65.216.36,0
459,10.65.216.98,0
460,10.67.220.190,0
461,8.67.220.150,0
462,10.71.220.229,0
463,10.67.220.126,0
464,3.67.220.20,0
465,8.67.220.158,0
466,10.65.208.229,0
467,10.65.248.221,0
468,26.65.216.97,0
469,10.67.212.55,0
470,10.65.216.118,0
471,10.67.220.197,0
472,10.1.216.221,0
473,138.67.220.229,0
474,11.65.216.221,0
475,10.24.248.246,0
476,42.24.248.242,0
477,10.65.216.217,0
478,10.24.248.225,0
479,74.24.248.242,0
480,10.67.252.177,0
481,10.8.249.225,0
482,10.24.248.233,0
483,26.67.220.228,0
484,10.83.220.228,0
485,10.67.220.244,0
486,10.65.220.228,0
487,14.67.220.228,0
488,10.67.220.236,0
489,10.66.220.228,0
490,10.67.220.196,0
491,10.99.220.228,0
492,10.195.220.228,0
493,10.67.156.228,0
494,42.67.220.228,0
495,11.67.220.228,0
496,10.67.220.224,0
497,10.3.220.228,0
498,8.67.220.228,0
499,10.71.220.228,0
500,10.67.156.229,0
501,10.67.220.165,0
502,10.4.39.9,0
503,10.67.221.229,0
504,10.24.251.221,0
505,10.67.220.205,0
506,11.24.249.221,0
507,14.67.220.16,0
508,2.24.249.221,0
509,10.52.218.174,0
510,138.65.216.221,0
511,10.183.242.10,0
512,10.65.200.34,0
513,42.67.220.229,0
514,42.24.248.253,0
515,26.24.248.249,0
516,10.26.249.225,0
517,10.20.2.9,0
518,8.24.249.221,0
519,74.24.249.221,0
520,10.24.253.221,0
521,26.24.249.225,0
522,8.24.121.225,0
523,10.26.249.217,0
524,10.24.233.221,0
525,10.28.249.221,0
526,10.24.249.93,0
527,10.26.249.205,0
528,42.24.185.221,0
529,10.67.220.137,0
530,10.67.220.127,0
531,10.65.216.32,0
532,10.18.17.106,0
533,14.65.216.221,0
534,40.67.220.229,0
535,26.65.216.238,0
536,10.65.220.221,0
537,10.65.216.93,0
538,10.75.220.229,0
539,8.67.220.221,0
540,10.65.220.229,0
541,10.67.216.229,0
542,10.67.92.221,0
543,10.65.216.58,0
544,10.20.111.105,0
545,10.20.109.251,0
546,10.65.128.12,0
547,10.24.232.253,0
548,10.67.188.43,0
549,10.67.156.221,0
550,10.67.92.229,0
551,10.195.220.150,0
552,10.67.92.150,0
553,10.83.220.150,0
554,10.67.252.150,0
555,10.67.220.148,0
556,10.67.212.221,0
557,10.99.220.51,0
558,10.3.220.8,0
559,26.71.220.17,0
560,10.3.252.221,0
561,14.67.220.221,0
562,10.65.128.4,0
563,11.67.220.229,0
564,10.24.248.255,0
565,10.56.249.225,0
566,10.65.220.110,0
567,10.67.252.229,0
568,10.65.128.18,0
569,10.20.4.9,0
570,10.22.137.205,0
571,8.67.220.154,0
572,10.65.128.14,0
573,10.24.248.232,0
574,10.24.248.218,0
575,10.99.220.154,0
576,10.211.252.221,0
577,10.4.39.10,0
578,10.67.222.20,0
579,10.5.220.20,0
580,8.24.248.253,0
581,10.67.204.229,0
582,10.65.216.253,0
583,10.4.26.2,0
584,10.22.240.221,0
585,10.67.220.238,0
586,10.65.216.128,0
587,10.65.216.246,0
588,2.67.220.221,0
589,10.67.218.229,0
590,2.65.216.221,0
591,42.67.220.221,0
592,10.67.221.221,0
593,2.67.252.231,0
594,10.67.220.24,0
595,8.67.220.229,0
596,10.65.216.112,0
597,10.52.138.21,0
598,10.67.220.85,0
599,10.67.220.133,0
600,10.65.152.221,0
601,26.65.216.106,0
602,10.67.220.36,0
603,10.65.216.68,0
604,10.67.220.162,0
605,10.67.220.168,0
606,10.67.220.169,0
607,10.52.171.22,0
608,10.67.220.63,0
609,10.52.201.213,0
610,10.52.157.176,0
611,10.65.216.80,0
612,10.75.220.133,0
613,10.28.249.225,0
614,10.52.171.176,0
615,10.52.218.152,0
616,10.67.92.135,0
617,10.67.220.187,0
618,10.193.216.97,0
619,10.67.220.182,0
620,10.65.216.72,0
621,10.67.216.221,0
622,8.65.216.75,0
623,10.67.222.177,0
624,74.67.220.213,0
625,10.99.220.162,0
626,0.193.220.217,0
627,11.67.220.221,0
628,10.67.156.205,0
629,10.16.248.253,0
630,8.65.216.157,0
631,10.52.88.11,0
632,10.97.157.148,0
633,10.52.148.111,0
634,10.67.92.230,0
635,15.105.248.45,0
636,11.65.216.98,0
637,10.52.219.99,0
638,10.117.43.201,0
639,10.67.220.95,0
640,10.52.218.151,0
641,10.3.220.41,0
642,10.67.92.12,0
643,10.195.220.56,0
644,10.52.178.115,0
645,10.25.64.27,0
646,10.1.216.144,0
647,10.65.216.95,0
648,10.52.157.2,0
649,11.67.220.178,0
650,10.52.218.159,0
651,2.103.220.24,0
652,8.67.220.14,0
653,8.67.220.36,0
654,11.67.216.40,0
655,192.168.85.50,0
656,10.67.92.56,0
657,10.113.140.230,0
658,192.168.85.51,0
659,138.67.252.150,0
660,10.67.212.85,0
661,10.52.159.143,0
662,192.168.89.50,0
663,10.77.216.53,0
664,10.99.220.84,0
665,10.65.152.76,0
666,2.67.220.92,0
667,192.168.117.50,0
668,192.168.84.50,0
669,192.184.85.50,0
670,42.75.156.22,0
671,10.73.216.113,0
672,194.168.85.50,0
673,10.52.176.239,0
674,193.168.85.50,0
675,192.168.85.54,0
676,192.168.81.50,0
677,194.184.85.50,0
678,14.67.220.146,0
679,160.168.85.50,0
680,42.67.220.68,0
681,128.170.85.50,0
682,192.169.85.50,0
683,208.168.85.50,0
684,128.168.85.50,0
685,10.52.138.244,0
686,192.170.85.50,0
687,200.168.85.50,0
688,192.168.85.58,0
689,192.168.85.114,0
690,192.168.85.48,0
691,224.168.85.50,0
692,192.168.85.56,0
693,192.168.85.178,0
694,196.168.85.50,0
695,192.40.85.50,0
696,8.67.92.221,0
697,192.168.69.50,0
698,192.136.85.50,0
699,10.66.156.221,0
700,192.160.85.50,0
701,192.168.213.50,0
702,192.168.21.50,0
703,10.52.128.91,0
704,10.3.220.137,0
705,10.20.1.33,0
706,10.97.216.221,0
707,10.66.212.221,0
708,14.67.220.64,0
709,192.168.85.34,0
710,10.67.220.161,0
711,10.65.248.63,0
712,10.65.220.63,0
713,192.200.85.50,0
714,138.67.220.168,0
715,192.168.87.50,0
716,192.168.85.18,0
717,14.67.220.229,0
718,2.67.220.12,0
719,10.66.220.12,0
720,74.67.220.14,0
721,26.67.220.12,0
722,192.172.85.50,0
723,10.65.220.62,0
724,64.168.85.50,0
725,10.65.128.6,0
726,10.99.220.229,0
727,10.52.128.90,0
728,10.65.220.178,0
729,192.168.53.50,0
730,10.71.220.221,0
731,10.145.240.249,0
732,193.40.85.50,0
733,10.24.247.207,0
734,10.65.220.26,0
735,10.67.222.229,0
736,10.67.252.12,0
737,10.65.128.26,0
738,10.52.138.27,0
739,10.65.216.64,0
740,9.69.216.80,0
741,10.97.216.62,0
742,10.52.201.250,0
743,10.67.220.82,0
744,10.66.220.14,0
745,138.98.220.0,0
746,10.75.220.42,0
747,8.65.216.62,0
748,10.67.92.42,0
749,10.67.204.42,0
750,10.66.220.42,0
751,2.67.220.42,0
752,10.67.240.6,0
753,138.3.220.221,0
754,10.97.220.56,0
755,42.67.220.18,0
756,10.67.208.6,0
757,8.67.216.56,0
758,10.65.152.107,0
759,10.25.132.105,0
760,10.75.220.8,0
761,10.52.62.65,0
762,10.1.216.31,0
763,76.67.220.24,0
764,10.67.216.100,0
765,10.75.220.52,0
766,106.67.220.59,0
767,10.71.220.28,0
768,138.65.220.221,0
769,10.65.208.63,0
770,10.65.200.43,0
771,10.3.220.52,0
772,10.65.208.221,0
773,10.73.216.62,0
774,74.67.220.22,0
775,10.65.220.41,0
776,10.67.252.56,0
777,10.67.92.50,0
778,10.67.204.144,0
779,42.65.216.75,0
780,14.67.220.119,0
781,10.65.220.223,0
782,10.69.216.229,0
783,10.67.222.22,0
784,74.66.220.60,0
785,10.65.216.92,0
786,10.96.216.76,0
787,42.65.216.76,0
788,10.65.156.32,0
789,10.131.220.221,0
790,10.65.216.235,0
791,10.67.220.188,0
792,10.65.200.221,0
793,138.65.216.117,0
794,14.65.216.145,0
795,42.65.216.253,0
796,10.67.220.237,0
797,10.193.216.221,0
798,10.67.220.253,0
799,10.67.156.45,0
800,10.209.220.221,0
801,10.65.216.6,0
802,10.195.220.213,0
803,10.65.216.228,0
804,201.168.85.50,0
805,192.232.85.50,0
806,10.52.140.217,0
807,10.67.220.235,0
808,10.52.218.64,0
809,10.52.140.5,0
810,192.176.85.50,0
811,10.52.156.105,0
812,10.22.136.136,0
813,10.65.128.2,0
814,10.52.188.50,0
815,192.168.84.48,0
816,11.67.92.221,0
817,14.65.216.48,0
818,10.52.140.90,0
819,10.67.221.96,0
820,192.160.213.50,0
821,11.65.216.145,0
822,10.71.220.154,0
823,42.65.216.31,0
824,11.67.220.54,0
825,14.67.216.221,0
826,10.3.220.229,0
827,10.3.220.118,0
828,195.168.85.50,0
829,10.52.169.228,0
830,10.51.96.200,0
831,10.81.216.221,0
832,10.17.220.221,0
833,10.52.149.218,0
834,10.25.159.41,0
835,10.118.144.230,0
836,10.52.201.214,0
837,10.67.220.123,0
838,10.52.129.17,0
839,2.24.248.242,0
840,74.65.216.221,0
841,10.46.35.202,0
842,10.1.216.62,0
843,10.67.92.17,0
844,10.20.33.25,0
845,192.170.85.48,0
846,10.52.12.2,0
847,10.52.179.59,0
848,10.52.179.242,0
849,10.52.179.62,0
850,10.52.141.208,0
851,10.183.242.60,0
852,10.46.35.220,0
853,10.52.208.35,0
854,207.67.220.37,0
855,10.24.157.230,0
856,10.65.128.13,0
857,10.24.159.236,0
858,14.67.220.106,0
859,10.52.205.166,0
860,193.168.21.50,0
861,10.52.140.11,0
862,192.173.85.50,0
863,11.24.249.225,0
864,10.17.248.253,0
865,192.168.85.112,0
866,192.32.85.50,0
867,10.67.222.98,0
868,10.67.204.48,0
869,196.168.85.58,0
870,192.138.85.50,0
871,10.67.220.69,0
872,58.65.216.107,0
873,2.67.220.156,0
874,10.3.220.74,0
875,192.168.85.62,0
876,26.67.220.121,0
877,10.71.220.48,0
878,10.3.220.48,0
879,10.75.220.48,0
880,10.65.217.221,0
881,74.67.220.42,0
882,10.75.220.92,0
883,10.193.248.39,0
884,10.65.220.106,0
885,10.65.220.87,0
886,10.67.204.61,0
887,192.168.213.54,0
888,138.67.220.56,0
889,26.67.220.48,0
890,11.67.220.42,0
891,10.67.92.74,0
892,10.67.196.229,0
893,10.195.220.18,0
894,8.65.216.115,0
895,138.67.220.58,0
896,10.65.216.205,0
897,10.66.220.119,0
898,10.67.204.140,0
899,10.69.216.103,0
900,10.67.220.120,0
901,10.99.220.25,0
902,10.67.220.107,0
903,8.67.220.82,0
904,14.65.216.44,0
905,10.67.216.76,0
906,10.75.220.45,0
907,11.65.216.97,0
908,10.73.218.44,0
909,10.3.220.25,0
910,10.67.252.209,0
911,10.67.222.221,0
912,10.65.216.46,0
913,10.66.220.223,0
914,43.67.220.58,0
915,10.65.216.223,0
916,26.67.221.102,0
917,10.35.220.221,0
918,9.113.220.221,0
919,2.67.252.221,0
920,10.65.220.42,0
921,10.67.221.42,0
922,26.67.220.42,0
923,14.67.220.42,0
924,10.195.220.42,0
925,10.225.216.82,0
926,10.152.248.225,0
927,10.65.200.54,0
928,26.65.216.50,0
929,10.67.92.57,0
930,10.193.216.113,0
931,11.65.216.113,0
932,10.73.216.70,0
933,10.66.220.21,0
934,10.65.216.85,0
935,10.65.128.3,0
936,10.67.220.184,0
937,136.24.249.225,0
938,10.67.220.100,0
939,42.67.92.229,0
940,10.3.220.23,0
941,10.67.220.249,0
942,10.65.152.156,0
943,10.67.216.225,0
944,10.22.241.102,0
945,10.67.221.225,0
946,10.67.220.233,0
947,10.67.222.69,0
948,10.65.220.51,0
949,10.52.1.41,0
950,192.168.85.35,0
951,42.67.220.174,0
952,10.65.128.219,0
953,11.67.220.94,0
954,10.195.220.133,0
955,10.3.220.144,0
956,26.67.220.144,0
957,34.67.220.158,0
958,10.99.220.144,0
959,10.67.92.144,0
960,10.195.220.144,0
961,10.71.220.144,0
962,10.67.156.144,0
963,42.65.216.36,0
964,10.116.240.249,0
965,10.99.220.18,0
966,10.65.248.146,0
967,10.67.212.229,0
968,10.65.216.151,0
969,26.65.216.151,0
970,192.168.93.50,0
971,11.67.220.117,0
972,10.71.220.29,0
973,42.67.220.150,0
974,10.67.156.85,0
975,26.83.220.77,0
976,10.66.220.13,0
977,6.67.220.127,0
978,10.67.92.137,0
979,10.65.216.52,0
980,42.65.216.48,0
981,10.193.216.48,0
982,10.69.216.48,0
983,10.67.216.48,0
984,10.1.216.48,0
985,74.65.216.48,0
986,10.64.216.48,0
987,10.81.216.48,0
988,10.65.220.48,0
989,10.65.88.48,0
990,2.65.216.48,0
991,10.65.216.176,0
992,8.65.216.48,0
993,138.65.216.48,0
994,10.65.152.48,0
995,26.65.216.48,0
996,11.65.216.48,0
997,10.65.200.48,0
998,10.73.216.48,0
999,10.65.218.48,0
1000,10.99.220.136,0
1001,10.65.248.48,0
1002,10.97.216.48,0
1003,10.65.217.48,0
1004,10.65.88.221,0
1005,10.67.252.57,0
1006,10.73.216.93,0
1007,10.67.220.171,0
1008,2.67.220.137,0
1009,10.65.88.75,0
1010,10.195.220.8,0
1011,8.67.92.42,0
1012,10.67.220.81,0
1013,11.67.152.75,0
1014,10.3.220.60,0
1015,8.67.220.230,0
1016,58.67.220.43,0
1017,10.8.248.253,0
1018,10.65.88.146,0
1019,10.81.216.146,0
1020,10.75.220.14,0
1021,8.67.220.126,0
1022,10.65.200.79,0
1023,10.195.220.25,0
1024,10.67.220.80,0
1025,10.67.252.24,0
1026,10.3.220.177,0
1027,192.40.85.51,0
1028,26.67.220.151,0
1029,10.99.220.48,0
1030,10.71.220.61,0
1031,26.65.216.62,0
1032,10.67.92.127,0
1033,74.65.220.221,0
1034,10.67.156.46,0
1035,10.97.216.50,0
1036,10.73.217.50,0
1037,10.1.216.53,0
1038,130.73.216.21,0
1039,42.65.216.151,0
1040,10.83.220.85,0
1041,10.25.159.193,0
1042,42.65.216.226,0
1043,10.64.216.226,0
1044,10.65.216.242,0
1045,14.65.216.226,0
1046,10.69.216.226,0
1047,10.65.216.162,0
1048,74.65.216.226,0
1049,10.65.152.226,0
1050,138.65.216.226,0
1051,10.81.216.226,0
1052,10.65.88.226,0
1053,10.65.217.226,0
1054,10.193.216.226,0
1055,10.65.216.224,0
1056,11.65.216.226,0
1057,26.65.216.226,0
1058,10.67.216.226,0
1059,10.97.216.226,0
1060,10.65.220.226,0
1061,10.65.216.194,0
1062,10.1.216.226,0
1063,10.65.248.226,0
1064,2.65.216.226,0
1065,8.65.216.226,0
1066,74.67.221.135,0
1067,10.73.216.226,0
1068,10.65.216.234,0
1069,10.67.216.230,0
1070,138.65.216.49,0
1071,10.65.218.226,0
1072,10.65.200.226,0
1073,10.71.92.221,0
1074,154.67.205.31,0
1075,10.67.220.186,0
1076,10.65.88.137,0
1077,11.67.220.128,0
1078,10.64.216.68,0
1079,10.67.221.8,0
1080,10.75.220.51,0
1081,8.67.220.52,0
1082,10.97.157.240,0
1083,8.65.216.84,0
1084,10.65.24.217,0
1085,8.67.220.84,0
1086,10.195.220.152,0
1087,10.83.204.62,0
1088,10.65.152.83,0
1089,8.67.220.110,0
1090,9.67.124.221,0
1091,10.97.157.235,0
1092,8.65.216.83,0
1093,10.67.92.28,0
1094,10.20.2.20,0
1095,10.1.216.69,0
1096,10.118.144.207,0
1097,10.118.144.243,0
1098,10.65.216.121,0
1099,2.67.220.99,0
1100,2.67.220.107,0
1101,10.65.248.32,0
1102,26.67.220.123,0
1103,10.73.216.114,0
1104,10.69.216.107,0
1105,10.65.216.20,0
1106,10.67.252.155,0
1107,10.71.220.14,0
1108,2.65.216.59,0
1109,10.3.220.158,0
1110,2.195.220.221,0
1111,10.52.1.53,0
1112,10.52.191.163,0
1113,10.83.220.18,0
1114,10.65.152.145,0
1115,10.67.156.71,0
1116,10.97.157.202,0
1117,10.81.216.30,0
1118,10.66.220.110,0
1119,10.24.216.253,0
1120,11.24.248.242,0
1121,10.24.184.242,0
1122,10.83.220.74,0
1123,192.104.85.50,0
1124,14.24.249.221,0
1125,14.67.220.158,0
1126,138.67.220.110,0
1127,26.67.220.62,0
1128,26.67.220.158,0
1129,10.71.220.52,0
1130,10.65.216.23,0
1131,26.65.216.221,0
1132,42.67.220.158,0
1133,192.232.117.50,0
1134,10.67.252.38,0
1135,10.83.220.142,0
1136,10.65.216.213,0
1137,10.56.248.242,0
1138,10.65.218.221,0
1139,10.24.248.243,0
1140,10.67.156.142,0
1141,10.67.212.29,0
1142,10.24.120.253,0
1143,10.71.220.44,0
1144,10.88.248.253,0
1145,26.65.216.144,0
1146,10.67.156.56,0
1147,10.65.152.104,0
1148,10.24.248.226,0
1149,10.52.241.230,0
1150,10.67.220.2,0
