Id,Label,Modularity Class
713,10.147.216.221,0
714,10.147.88.221,0
715,10.148.140.227,0
716,10.148.184.242,0
717,10.148.216.221,0
718,10.148.88.207,0
719,10.149.152.221,0
720,10.149.216.221,0
721,10.149.248.221,0
722,10.150.112.246,0
723,10.150.112.26,0
724,10.150.128.206,0
725,10.150.128.207,0
726,10.150.200.221,0
727,10.150.216.221,0
728,10.150.216.253,0
729,10.150.248.217,0
730,10.151.216.221,0
731,10.151.242.60,0
732,10.152.120.207,0
733,10.152.120.253,0
734,10.152.185.225,0
735,10.152.216.206,0
736,10.152.216.221,0
737,10.152.216.222,0
738,10.152.216.242,0
739,10.152.216.253,0
740,10.152.217.225,0
741,10.152.232.253,0
742,10.152.233.168,0
743,10.152.233.225,0
744,10.152.24.207,0
745,10.152.248.225,0
746,10.152.248.226,0
747,10.152.248.229,0
748,10.152.248.240,0
749,10.152.248.242,0
750,10.152.248.246,0
751,10.152.248.250,0
752,10.152.248.253,0
753,10.152.249.221,0
754,10.152.249.225,0
755,10.152.249.227,0
756,10.152.249.228,0
757,10.152.249.230,0
758,10.152.249.233,0
759,10.152.249.93,0
760,10.152.251.221,0
761,10.152.72.206,0
762,10.152.88.199,0
763,10.152.88.203,0
764,10.152.88.204,0
765,10.152.88.206,0
766,10.152.88.207,0
767,10.152.88.222,0
768,10.152.88.223,0
769,10.153.152.221,0
770,10.153.216.220,0
771,10.153.216.221,0
772,10.153.248.242,0
773,10.153.88.206,0
774,10.153.88.221,0
775,10.154.112.246,0
776,10.154.112.247,0
777,10.154.152.55,0
778,10.154.156.107,0
779,10.154.156.51,0
780,10.154.156.60,0
781,10.154.216.221,0
782,10.154.248.221,0
783,10.154.88.206,0
784,10.156.248.242,0
785,10.156.88.206,0
786,10.157.216.221,0
787,10.16.110.101,0
788,10.16.112.18,0
789,10.16.112.201,0
790,10.16.112.230,0
791,10.16.112.244,0
792,10.16.112.246,0
793,10.16.112.247,0
794,10.16.112.254,0
795,10.16.112.26,0
796,10.16.120.206,0
797,10.16.120.207,0
798,10.16.120.242,0
799,10.16.121.225,0
800,10.16.122.201,0
801,10.16.138.67,0
802,10.16.184.242,0
803,10.16.185.225,0
804,10.16.208.246,0
805,10.16.216.206,0
806,10.16.216.221,0
807,10.16.216.242,0
808,10.16.216.253,0
809,10.16.217.225,0
810,10.16.232.253,0
811,10.16.24.206,0
812,10.16.240.246,0
813,10.16.240.253,0
814,10.16.248.221,0
815,10.16.248.225,0
816,10.16.248.242,0
817,10.16.248.243,0
818,10.16.248.246,0
819,10.16.248.252,0
820,10.16.248.253,0
821,10.16.249.205,0
822,10.16.249.221,0
823,10.16.249.225,0
824,10.16.48.246,0
825,10.16.48.247,0
826,10.16.72.206,0
827,10.16.80.206,0
828,10.16.80.246,0
829,10.16.80.26,0
830,10.16.88.198,0
831,10.16.88.203,0
832,10.16.88.206,0
833,10.16.88.207,0
834,10.16.88.222,0
835,10.16.96.246,0
836,10.161.216.205,0
837,10.161.216.221,0
838,10.161.216.79,0
839,10.161.219.230,0
840,10.161.219.246,0
841,10.162.216.221,0
842,10.163.219.246,0
843,10.163.220.86,0
844,10.164.140.226,0
845,10.164.171.81,0
846,10.166.128.206,0
847,10.166.192.206,0
848,10.166.216.247,0
849,10.166.240.153,0
850,10.167.216.247,0
851,10.167.88.247,0
852,10.169.219.246,0
853,10.17.112.246,0
854,10.17.112.26,0
855,10.17.152.205,0
856,10.17.185.225,0
857,10.17.208.221,0
858,10.17.216.144,0
859,10.17.216.146,0
860,10.17.216.18,0
861,10.17.216.201,0
862,10.17.216.221,0
863,10.17.219.246,0
864,10.17.240.246,0
865,10.17.248.253,0
866,10.17.72.206,0
867,10.17.88.206,0
868,10.17.88.207,0
869,10.174.172.221,0
870,10.174.204.221,0
871,10.174.236.213,0
872,10.174.236.221,0
873,10.175.216.247,0
874,10.176.138.3,0
875,10.176.216.221,0
876,10.177.216.221,0
877,10.177.218.221,0
878,10.177.219.246,0
879,10.178.112.246,0
880,10.178.128.206,0
881,10.178.128.207,0
882,10.178.202.221,0
883,10.178.216.213,0
884,10.178.216.221,0
885,10.178.218.221,0
886,10.178.219.221,0
887,10.179.216.221,0
888,10.179.220.229,0
889,10.18.104.246,0
890,10.18.112.10,0
891,10.18.112.103,0
892,10.18.112.104,0
893,10.18.112.110,0
894,10.18.112.111,0
895,10.18.112.114,0
896,10.18.112.118,0
897,10.18.112.12,0
898,10.18.112.126,0
899,10.18.112.13,0
900,10.18.112.134,0
901,10.18.112.137,0
902,10.18.112.141,0
903,10.18.112.15,0
904,10.18.112.18,0
905,10.18.112.182,0
906,10.18.112.198,0
907,10.18.112.199,0
908,10.18.112.2,0
909,10.18.112.200,0
910,10.18.112.201,0
911,10.18.112.203,0
912,10.18.112.204,0
913,10.18.112.205,0
914,10.18.112.207,0
915,10.18.112.213,0
916,10.18.112.214,0
917,10.18.112.215,0
918,10.18.112.217,0
919,10.18.112.22,0
920,10.18.112.222,0
921,10.18.112.223,0
922,10.18.112.226,0
923,10.18.112.228,0
924,10.18.112.230,0
925,10.18.112.231,0
926,10.18.112.233,0
927,10.18.112.238,0
928,10.18.112.24,0
929,10.18.112.240,0
930,10.18.112.242,0
931,10.18.112.243,0
932,10.18.112.244,0
933,10.18.112.245,0
934,10.18.112.246,0
935,10.18.112.247,0
936,10.18.112.25,0
937,10.18.112.250,0
938,10.18.112.252,0
939,10.18.112.254,0
940,10.18.112.255,0
941,10.18.112.26,0
942,10.18.112.27,0
943,10.18.112.28,0
944,10.18.112.30,0
945,10.18.112.4,0
946,10.18.112.89,0
947,10.18.112.90,0
948,10.18.113.246,0
949,10.18.116.201,0
950,10.18.116.246,0
951,10.18.120.245,0
952,10.18.120.246,0
953,10.18.120.247,0
954,10.18.120.26,0
955,10.18.128.206,0
956,10.18.16.246,0
957,10.18.16.26,0
958,10.18.17.106,0
959,10.18.176.246,0
960,10.18.176.247,0
961,10.18.200.205,0
962,10.18.200.221,0
963,10.18.208.246,0
964,10.18.208.247,0
965,10.18.216.221,0
966,10.18.218.217,0
967,10.18.218.221,0
968,10.18.224.246,0
969,10.18.240.230,0
970,10.18.240.242,0
971,10.18.240.246,0
972,10.18.240.247,0
973,10.18.240.252,0
974,10.18.240.254,0
975,10.18.240.26,0
976,10.18.248.242,0
977,10.18.248.246,0
978,10.18.248.253,0
979,10.18.249.225,0
980,10.18.32.26,0
981,10.18.48.201,0
982,10.18.48.226,0
983,10.18.48.242,0
984,10.18.48.246,0
985,10.18.48.247,0
986,10.18.48.254,0
987,10.18.48.26,0
988,10.18.56.246,0
989,10.18.56.26,0
990,10.18.61.101,0
991,10.18.64.246,0
992,10.18.64.26,0
993,10.18.80.230,0
994,10.18.80.242,0
995,10.18.80.244,0
996,10.18.80.246,0
997,10.18.80.247,0
998,10.18.80.254,0
999,10.18.80.26,0
1000,10.18.84.246,0
1001,10.18.88.206,0
1002,10.18.88.246,0
1003,10.18.96.201,0
1004,10.18.96.230,0
1005,10.18.96.242,0
1006,10.18.96.244,0
1007,10.18.96.246,0
1008,10.18.96.247,0
1009,10.18.96.26,0
1010,10.180.0.206,0
1011,10.180.1.248,0
1012,10.180.128.14,0
1013,10.180.128.199,0
1014,10.180.128.207,0
1015,10.180.130.3,0
1016,10.180.136.21,0
1017,10.180.136.3,0
1018,10.180.138.11,0
1019,10.180.138.131,0
1020,10.180.138.191,0
1021,10.180.138.193,0
1022,10.180.138.20,0
1023,10.180.138.21,0
1024,10.180.138.244,0
1025,10.180.138.3,0
1026,10.180.140.226,0
1027,10.180.140.227,0
1028,10.180.140.228,0
1029,10.180.140.230,0
1030,10.180.140.231,0
1031,10.180.140.243,0
1032,10.180.140.74,0
1033,10.180.140.75,0
1034,10.180.148.103,0
1035,10.180.156.35,0
1036,10.180.171.65,0
1037,10.180.171.81,0
1038,10.180.176.250,0
1039,10.180.178.7,0
1040,10.180.189.137,0
1041,10.180.206.132,0
1042,10.180.216.221,0
1043,10.181.138.3,0
1044,10.182.0.206,0
1045,10.182.0.207,0
1046,10.182.112.247,0
1047,10.182.128.198,0
1048,10.182.128.202,0
1049,10.182.128.204,0
1050,10.182.128.206,0
1051,10.182.128.207,0
1052,10.182.128.222,0
1053,10.182.129.218,0
1054,10.182.140.240,0
1055,10.182.140.74,0
1056,10.182.144.206,0
1057,10.182.160.205,0
1058,10.182.160.206,0
1059,10.182.176.153,0
1060,10.182.192.206,0
1061,10.182.216.221,0
1062,10.182.240.153,0
1063,10.182.248.221,0
1064,10.182.88.221,0
1065,10.183.114.10,0
1066,10.183.114.60,0
1067,10.183.128.207,0
1068,10.183.216.247,0
1069,10.183.242.10,0
1070,10.183.242.123,0
1071,10.183.242.57,0
1072,10.183.242.60,0
1073,10.183.242.72,0
1074,10.183.244.242,0
1075,10.184.248.253,0
1076,10.184.249.225,0
1077,10.184.88.206,0
1078,10.184.88.207,0
1079,10.186.248.242,0
1080,10.188.138.3,0
1081,10.19.112.201,0
1082,10.19.112.230,0
1083,10.19.112.242,0
1084,10.19.112.243,0
1085,10.19.112.244,0
1086,10.19.112.246,0
1087,10.19.112.247,0
1088,10.19.112.254,0
1089,10.19.112.255,0
1090,10.19.112.26,0
1091,10.19.120.246,0
1092,10.19.120.26,0
1093,10.19.156.107,0
1094,10.19.216.133,0
1095,10.19.216.221,0
1096,10.19.220.141,0
1097,10.19.220.172,0
1098,10.19.220.178,0
1099,10.19.220.221,0
1100,10.19.220.229,0
1101,10.19.220.24,0
1102,10.19.220.25,0
1103,10.19.220.41,0
1104,10.19.220.42,0
1105,10.19.220.51,0
1106,10.19.220.54,0
1107,10.19.240.246,0
1108,10.19.48.246,0
1109,10.19.48.26,0
1110,10.19.80.246,0
1111,10.19.92.61,0
1112,10.19.96.246,0
1113,10.190.128.204,0
1114,10.190.128.206,0
1115,10.190.128.207,0
1116,10.190.216.221,0
1117,10.191.242.10,0
1118,10.192.200.126,0
1119,10.192.216.38,0
1120,10.192.216.73,0
1121,10.192.88.229,0
1122,10.193.152.137,0
1123,10.193.152.221,0
1124,10.193.152.63,0
1125,10.193.152.72,0
1126,10.193.184.226,0
1127,10.193.192.2,0
1128,10.193.196.103,0
1129,10.193.200.226,0
1130,10.193.208.18,0
1131,10.193.210.106,0
1132,10.193.210.58,0
1133,10.193.216.102,0
1134,10.193.216.103,0
1135,10.193.216.104,0
1136,10.193.216.106,0
1137,10.193.216.107,0
1138,10.193.216.108,0
1139,10.193.216.109,0
1140,10.193.216.111,0
1141,10.193.216.113,0
1142,10.193.216.115,0
1143,10.193.216.137,0
1144,10.193.216.138,0
1145,10.193.216.139,0
1146,10.193.216.140,0
1147,10.193.216.145,0
1148,10.193.216.146,0
1149,10.193.216.15,0
1150,10.193.216.154,0
